OIDC Konfiguration;it;Configurazione OIDC
Benutzer automatisch anlegen;en;Create users automatically
Benutzer automatisch anlegen;fr;Créer les utilisateurs automatiquement
Benutzer automatisch anlegen;it;Crea automaticamente gli utenti
Standard-Rollen;en;Default Roles
Standard-Rollen;fr;Rôles par défaut
Standard-Rollen;it;Ruoli predefiniti
Standard-Mandat;en;Default Tenant
Standard-Mandat;fr;Mandant par défaut
Standard-Mandat;it;Mandante predefinito
Verbindung testen;en;Test Connection
Verbindung testen;fr;Tester la connexion
Verbindung testen;it;Prova la connessione
OIDC-Konfiguration wirklich löschen?;en;Really delete this OIDC configuration?
OIDC-Konfiguration wirklich löschen?;fr;Supprimer vraiment cette configuration OIDC?
OIDC-Konfiguration wirklich löschen?;it;Eliminare davvero questa configurazione OIDC?
#
# --- anforderungen.xhtml
Anforderungen;en;Requirements
Anforderungen;fr;Exigences
Anforderungen;it;Requisiti
Neue Anforderung;en;New Requirement
Neue Anforderung;fr;Nouvelle exigence
Neue Anforderung;it;Nuovo requisito
Offen;en;Open
Offen;fr;Ouvert
Offen;it;Aperto
In Bearbeitung;en;In Progress
In Bearbeitung;fr;En cours
In Bearbeitung;it;In lavorazione
Erledigt;en;Done
Erledigt;fr;Terminé
Erledigt;it;Completato
Anforderung Details;en;Requirement Details
Anforderung Details;fr;Détails de l'exigence
Anforderung Details;it;Dettagli del requisito
#
# --- rollenzuteilung.xhtml
Rollenzuteilung;en;Role Assignment
Rollenzuteilung;fr;Attribution des rôles
Rollenzuteilung;it;Assegnazione dei ruoli
Neue Rollenzuteilung;en;New Role Assignment
Neue Rollenzuteilung;fr;Nouvelle attribution de rôle
Neue Rollenzuteilung;it;Nuova assegnazione di ruolo
Rollenzuteilung wirklich löschen?;en;Really delete this role assignment?
Rollenzuteilung wirklich löschen?;fr;Supprimer vraiment cette attribution de rôle?
Rollenzuteilung wirklich löschen?;it;Eliminare davvero questa assegnazione di ruolo?
Gültig;en;Valid
Gültig;fr;Valable
Gültig;it;Valido
Gültig von;en;Valid from
Gültig von;fr;Valable dès le
Gültig von;it;Valido dal
Gültig bis;en;Valid until
Gültig bis;fr;Valable jusqu'au
Gültig bis;it;Valido fino al
Rollenzuteilung Details;en;Role Assignment Details
Rollenzuteilung Details;fr;Détails de l'attribution de rôle
Rollenzuteilung Details;it;Dettagli dell'assegnazione di ruolo
Beschreibung;en;Description
Beschreibung;fr;Description
Beschreibung;it;Descrizione
#
# --- login-totp.xhtml
Zwei-Faktor-Authentifizierung;en;Two-Factor Authentication
Zwei-Faktor-Authentifizierung;fr;Authentification à deux facteurs
Zwei-Faktor-Authentifizierung;it;Autenticazione a due fattori
Geben Sie den 6-stelligen Code aus Ihrer Authenticator-App ein;en;Enter the 6-digit code from your authenticator app
Geben Sie den 6-stelligen Code aus Ihrer Authenticator-App ein;fr;Saisissez le code à six chiffres de votre application d'authentification
Geben Sie den 6-stelligen Code aus Ihrer Authenticator-App ein;it;Inserisca il codice a sei cifre della sua app di autenticazione
Zu viele Fehlversuche. Bitte später erneut anmelden.;en;Too many failed attempts. Please log in again later.
Zu viele Fehlversuche. Bitte später erneut anmelden.;fr;Trop de tentatives échouées. Veuillez vous reconnecter plus tard.
Zu viele Fehlversuche. Bitte später erneut anmelden.;it;Troppi tentativi non riusciti. Riprovi ad accedere più tardi.
Ungültiger Code. Bitte versuchen Sie es erneut.;en;Invalid code. Please try again.
Ungültiger Code. Bitte versuchen Sie es erneut.;fr;Code invalide. Veuillez réessayer.
Ungültiger Code. Bitte versuchen Sie es erneut.;it;Codice non valido. Riprovi.
Code;en;Code
Code;fr;Code
Code;it;Codice
Bestätigen;en;Confirm
Bestätigen;fr;Confirmer
Bestätigen;it;Conferma
Kein Zugriff auf die App? Geben Sie stattdessen einen Ihrer Recovery-Codes ein.;en;No access to the app? Enter one of your recovery codes instead.
Kein Zugriff auf die App? Geben Sie stattdessen einen Ihrer Recovery-Codes ein.;fr;Pas d'accès à l'application? Saisissez à la place l'un de vos codes de récupération.
Kein Zugriff auf die App? Geben Sie stattdessen einen Ihrer Recovery-Codes ein.;it;Nessun accesso all'app? Inserisca invece uno dei suoi codici di recupero.
Abbrechen und zurück zur Anmeldung;en;Cancel and return to login
Abbrechen und zurück zur Anmeldung;fr;Annuler et revenir à la connexion
Abbrechen und zurück zur Anmeldung;it;Annulla e torna all'accesso
#
# --- access-denied.xhtml
Zugriff verweigert;en;Access Denied
Zugriff verweigert;fr;Accès refusé
Zugriff verweigert;it;Accesso negato
Sie haben keinen Zugriff auf diese Seite.;en;You do not have access to this page.
Sie haben keinen Zugriff auf diese Seite.;fr;Vous n'avez pas accès à cette page.
Sie haben keinen Zugriff auf diese Seite.;it;Non ha accesso a questa pagina.
Mögliche Gründe;en;Possible reasons
Mögliche Gründe;fr;Raisons possibles
Mögliche Gründe;it;Possibili motivi
Diese Funktion erfordert spezielle Berechtigungen (Rollen);en;This function requires special permissions (roles)
Diese Funktion erfordert spezielle Berechtigungen (Rollen);fr;Cette fonction requiert des autorisations particulières (rôles)
Diese Funktion erfordert spezielle Berechtigungen (Rollen);it;Questa funzione richiede autorizzazioni particolari (ruoli)
Die Funktion ist für Ihren Mandanten nicht aktiviert;en;This function is not enabled for your tenant
Die Funktion ist für Ihren Mandanten nicht aktiviert;fr;La fonction n'est pas activée pour votre mandant
Die Funktion ist für Ihren Mandanten nicht aktiviert;it;La funzione non è attivata per il suo mandante
Sie wurden von einer abgelaufenen Seite hierher weitergeleitet;en;You were redirected here from an expired page
Sie wurden von einer abgelaufenen Seite hierher weitergeleitet;fr;Vous avez été redirigé ici depuis une page expirée
Sie wurden von einer abgelaufenen Seite hierher weitergeleitet;it;È stato reindirizzato qui da una pagina scaduta
Zur Startseite;en;Go to Home Page
Zur Startseite;fr;Vers la page d'accueil
Zur Startseite;it;Vai alla pagina iniziale
Zurück;en;Back
Zurück;fr;Retour
Zurück;it;Indietro
Bei Fragen wenden Sie sich bitte an Ihren Administrator.;en;If you have questions, please contact your administrator.
Bei Fragen wenden Sie sich bitte an Ihren Administrator.;fr;Pour toute question, veuillez vous adresser à votre administrateur.
Bei Fragen wenden Sie sich bitte an Ihren Administrator.;it;Per domande si rivolga al suo amministratore.
#
# --- useradmin.xhtml
Benutzer Liste;en;User List
Benutzer Liste;fr;Liste des utilisateurs
Benutzer Liste;it;Elenco degli utenti
Neuer Benutzer;en;New User
Neuer Benutzer;fr;Nouvel utilisateur
Neuer Benutzer;it;Nuovo utente
Spalten;en;Columns
Spalten;fr;Colonnes
Spalten;it;Colonne
Vorname;en;First Name
Vorname;fr;Prénom
Vorname;it;Nome
Nachname;en;Last Name
Nachname;fr;Nom de famille
Nachname;it;Cognome
Startseite;en;Home Page
Startseite;fr;Page d'accueil
Startseite;it;Pagina iniziale
Als dieser Benutzer anmelden;en;Log in as this user
Als dieser Benutzer anmelden;fr;Se connecter en tant que cet utilisateur
Als dieser Benutzer anmelden;it;Accedi come questo utente
Wollen Sie sich wirklich als dieser Benutzer anmelden?;en;Do you really want to log in as this user?
Wollen Sie sich wirklich als dieser Benutzer anmelden?;fr;Voulez-vous vraiment vous connecter en tant que cet utilisateur?
Wollen Sie sich wirklich als dieser Benutzer anmelden?;it;Vuole davvero accedere come questo utente?
Benutzer Details;en;User Details
Benutzer Details;fr;Détails de l'utilisateur
Benutzer Details;it;Dettagli dell'utente
Benutzername ist erforderlich;en;Username is required
Benutzername ist erforderlich;fr;Le nom d'utilisateur est obligatoire
Benutzername ist erforderlich;it;Il nome utente è obbligatorio
Ohne Passwort (nur OIDC);en;Without password (OIDC only)
Ohne Passwort (nur OIDC);fr;Sans mot de passe (OIDC uniquement)
Ohne Passwort (nur OIDC);it;Senza password (solo OIDC)
Login nur über OIDC möglich;en;Login only possible via OIDC
Login nur über OIDC möglich;fr;Connexion possible uniquement via OIDC
Login nur über OIDC möglich;it;Accesso possibile solo tramite OIDC
Passwort;en;Password
Passwort;fr;Mot de passe
Passwort;it;Password
Passwort ist bei einem neuen Benutzer erforderlich;en;Password is required for a new user
Passwort ist bei einem neuen Benutzer erforderlich;fr;Le mot de passe est obligatoire pour un nouvel utilisateur
Passwort ist bei einem neuen Benutzer erforderlich;it;La password è obbligatoria per un nuovo utente
Passwort gesetzt;en;Password set
Passwort gesetzt;fr;Mot de passe défini
Passwort gesetzt;it;Password impostata
Kein Passwort (OIDC-User);en;No password (OIDC user)
Kein Passwort (OIDC-User);fr;Pas de mot de passe (utilisateur OIDC)
Kein Passwort (OIDC-User);it;Nessuna password (utente OIDC)
Rollen;en;Roles
Rollen;fr;Rôles
Rollen;it;Ruoli
Rollen wählen;en;Select roles
Rollen wählen;fr;Choisir les rôles
Rollen wählen;it;Seleziona i ruoli
Von den Modulen deklarierte Rollen. Bereits zugewiesene Rollen ohne Deklaration bleiben in der Auswahl erhalten.;en;Roles declared by the modules. Roles already assigned without a declaration remain in the selection.
Von den Modulen deklarierte Rollen. Bereits zugewiesene Rollen ohne Deklaration bleiben in der Auswahl erhalten.;fr;Rôles déclarés par les modules. Les rôles déjà attribués sans déclaration restent dans la sélection.
Von den Modulen deklarierte Rollen. Bereits zugewiesene Rollen ohne Deklaration bleiben in der Auswahl erhalten.;it;Ruoli dichiarati dai moduli. I ruoli già assegnati senza dichiarazione restano nella selezione.
Magic-Link senden;en;Send Magic Link
Magic-Link senden;fr;Envoyer le Magic-Link
Magic-Link senden;it;Invia il Magic-Link
Verknüpft mit;en;Linked to
Verknüpft mit;fr;Lié à
Verknüpft mit;it;Collegato a
Nicht verknüpft;en;Not linked
Nicht verknüpft;fr;Non lié
Nicht verknüpft;it;Non collegato
Benutzer löschen;en;Delete User
Benutzer löschen;fr;Supprimer l'utilisateur
Benutzer löschen;it;Elimina l'utente
Wollen Sie den Benutzer wirklich löschen?;en;Do you really want to delete this user?
Wollen Sie den Benutzer wirklich löschen?;fr;Voulez-vous vraiment supprimer cet utilisateur?
Wollen Sie den Benutzer wirklich löschen?;it;Vuole davvero eliminare questo utente?
Rollen-Entzug bestätigen;en;Confirm role removal
Rollen-Entzug bestätigen;fr;Confirmer le retrait des rôles
Rollen-Entzug bestätigen;it;Conferma la revoca dei ruoli
Fortfahren;en;Continue
Fortfahren;fr;Continuer
Fortfahren;it;Continua
Abbrechen;en;Cancel
Abbrechen;fr;Annuler
Abbrechen;it;Annulla
#
# --- login.xhtml
Theme wechseln;en;Switch theme
Theme wechseln;fr;Changer de thème
Theme wechseln;it;Cambia tema
Willkommen;en;Welcome
Willkommen;fr;Bienvenue
Willkommen;it;Benvenuto
Melden Sie sich an, um fortzufahren;en;Log in to continue
Melden Sie sich an, um fortzufahren;fr;Connectez-vous pour continuer
Melden Sie sich an, um fortzufahren;it;Acceda per continuare
OIDC-Anmeldung fehlgeschlagen;en;OIDC login failed
OIDC-Anmeldung fehlgeschlagen;fr;Échec de la connexion OIDC
OIDC-Anmeldung fehlgeschlagen;it;Accesso OIDC non riuscito
Anmelde-Link ungültig oder abgelaufen. Bitte fordern Sie einen neuen an.;en;Login link invalid or expired. Please request a new one.
Anmelde-Link ungültig oder abgelaufen. Bitte fordern Sie einen neuen an.;fr;Lien de connexion invalide ou expiré. Veuillez en demander un nouveau.
Anmelde-Link ungültig oder abgelaufen. Bitte fordern Sie einen neuen an.;it;Link di accesso non valido o scaduto. Ne richieda uno nuovo.
Ungültiger Benutzername oder Passwort;en;Invalid username or password
Ungültiger Benutzername oder Passwort;fr;Nom d'utilisateur ou mot de passe invalide
Ungültiger Benutzername oder Passwort;it;Nome utente o password non validi
Sie wurden erfolgreich abgemeldet;en;You have been logged out successfully
Sie wurden erfolgreich abgemeldet;fr;Vous avez été déconnecté avec succès
Sie wurden erfolgreich abgemeldet;it;Disconnessione avvenuta con successo
Benutzername eingeben;en;Enter username
Benutzername eingeben;fr;Saisir le nom d'utilisateur
Benutzername eingeben;it;Inserisca il nome utente
Passwort eingeben;en;Enter password
Passwort eingeben;fr;Saisir le mot de passe
Passwort eingeben;it;Inserisca la password
Angemeldet bleiben;en;Stay logged in
Angemeldet bleiben;fr;Rester connecté
Angemeldet bleiben;it;Resta connesso
Anmelden;en;Log in
Anmelden;fr;Se connecter
Anmelden;it;Accedi
Passwort vergessen?;en;Forgot password?
Passwort vergessen?;fr;Mot de passe oublié?
Passwort vergessen?;it;Password dimenticata?
Konto anlegen;en;Create account
Konto anlegen;fr;Créer un compte
Konto anlegen;it;Crea un account
oder;en;or
oder;fr;ou
oder;it;oppure
Falls ein Konto mit dieser Adresse existiert, erhalten Sie gleich einen Anmelde-Link per E-Mail.;en;If an account with this address exists, you will shortly receive a login link by e-mail.
Falls ein Konto mit dieser Adresse existiert, erhalten Sie gleich einen Anmelde-Link per E-Mail.;fr;Si un compte existe avec cette adresse, vous recevrez sous peu un lien de connexion par e-mail.
Falls ein Konto mit dieser Adresse existiert, erhalten Sie gleich einen Anmelde-Link per E-Mail.;it;Se esiste un account con questo indirizzo, riceverà a breve un link di accesso per e-mail.
Anmelde-Link per E-Mail anfordern;en;Request login link by e-mail
Anmelde-Link per E-Mail anfordern;fr;Demander un lien de connexion par e-mail
Anmelde-Link per E-Mail anfordern;it;Richiedi un link di accesso per e-mail
E-Mail-Adresse / Benutzername;en;E-mail address / username
E-Mail-Adresse / Benutzername;fr;Adresse e-mail / nom d'utilisateur
E-Mail-Adresse / Benutzername;it;Indirizzo e-mail / nome utente
Link senden;en;Send link
Link senden;fr;Envoyer le lien
Link senden;it;Invia il link
#
# --- deeplinks.xhtml
Deep-Links;en;Deep Links
Deep-Links;fr;Deep-Links
Deep-Links;it;Deep-Link
Registrierte Deep-Link-Ziele;en;Registered deep link targets
Registrierte Deep-Link-Ziele;fr;Cibles de Deep-Link enregistrées
Registrierte Deep-Link-Ziele;it;Destinazioni Deep-Link registrate
Ein Deep-Link führt aus einer Mail direkt auf einen Datensatz und schaltet dabei auf dessen Mandant um. Er verleiht keine Berechtigung: beim Öffnen wird geprüft, ob der angemeldete Benutzer Zugriff auf Mandant und Datensatz hat.;en;A deep link leads from an e-mail directly to a record and switches to its tenant. It grants no permission: on opening, the system checks whether the logged-in user has access to the tenant and the record.
Ein Deep-Link führt aus einer Mail direkt auf einen Datensatz und schaltet dabei auf dessen Mandant um. Er verleiht keine Berechtigung: beim Öffnen wird geprüft, ob der angemeldete Benutzer Zugriff auf Mandant und Datensatz hat.;fr;Un Deep-Link mène d'un e-mail directement à un enregistrement et bascule sur son mandant. Il n'accorde aucune autorisation: à l'ouverture, le système vérifie si l'utilisateur connecté a accès au mandant et à l'enregistrement.
Ein Deep-Link führt aus einer Mail direkt auf einen Datensatz und schaltet dabei auf dessen Mandant um. Er verleiht keine Berechtigung: beim Öffnen wird geprüft, ob der angemeldete Benutzer Zugriff auf Mandant und Datensatz hat.;it;Un Deep-Link porta da un'e-mail direttamente a un record e passa al relativo mandante. Non conferisce alcuna autorizzazione: all'apertura viene verificato se l'utente connesso ha accesso al mandante e al record.
Kein Modul hat bisher ein Deep-Link-Ziel registriert.;en;No module has registered a deep link target yet.
Kein Modul hat bisher ein Deep-Link-Ziel registriert.;fr;Aucun module n'a encore enregistré de cible de Deep-Link.
Kein Modul hat bisher ein Deep-Link-Ziel registriert.;it;Nessun modulo ha ancora registrato una destinazione Deep-Link.
Typ;en;Type
Typ;fr;Type
Typ;it;Tipo
Bezeichnung;en;Label
Bezeichnung;fr;Désignation
Bezeichnung;it;Denominazione
Ziel-Seite;en;Target Page
Ziel-Seite;fr;Page cible
Ziel-Seite;it;Pagina di destinazione
Parameter;en;Parameter
Parameter;fr;Paramètre
Parameter;it;Parametro
Link-Muster;en;Link Pattern
Link-Muster;fr;Modèle de lien
Link-Muster;it;Modello di link
Link erzeugen;en;Generate link
Link erzeugen;fr;Générer le lien
Link erzeugen;it;Genera il link
Zum Nachvollziehen und Testen. Der erzeugte Link ist kein Token — wer ihn öffnet, braucht weiterhin ein Konto mit Zugriff auf diesen Mandanten und diesen Datensatz.;en;For tracing and testing. The generated link is not a token — whoever opens it still needs an account with access to this tenant and this record.
Zum Nachvollziehen und Testen. Der erzeugte Link ist kein Token — wer ihn öffnet, braucht weiterhin ein Konto mit Zugriff auf diesen Mandanten und diesen Datensatz.;fr;Pour comprendre et tester. Le lien généré n'est pas un jeton — qui l'ouvre a toujours besoin d'un compte ayant accès à ce mandant et à cet enregistrement.
Zum Nachvollziehen und Testen. Der erzeugte Link ist kein Token — wer ihn öffnet, braucht weiterhin ein Konto mit Zugriff auf diesen Mandanten und diesen Datensatz.;it;Per verificare e testare. Il link generato non è un token — chi lo apre ha comunque bisogno di un account con accesso a questo mandante e a questo record.
-- bitte wählen --;en;-- please select --
-- bitte wählen --;fr;-- veuillez choisir --
-- bitte wählen --;it;-- selezionare --
Datensatz-Id;en;Record ID
Datensatz-Id;fr;Id de l'enregistrement
Datensatz-Id;it;Id del record
#
# --- mandate.xhtml
Neues Mandat...;en;New tenant...
Neues Mandat...;fr;Nouveau mandant...
Neues Mandat...;it;Nuovo mandante...
Erstellen;en;Create
Erstellen;fr;Créer
Erstellen;it;Crea
Keine Mandate vorhanden;en;No tenants available
Keine Mandate vorhanden;fr;Aucun mandant disponible
Keine Mandate vorhanden;it;Nessun mandante disponibile
aktiv;en;active
aktiv;fr;actif
aktiv;it;attivo
Aus Verwaltung entfernen;en;Remove from administration
Aus Verwaltung entfernen;fr;Retirer de l'administration
Aus Verwaltung entfernen;it;Rimuovi dall'amministrazione
Der Mandant wird aus der Auswahlliste entfernt und seine Menükonfiguration gelöscht. Die Fachdaten der Anwendung (Zeiterfassung, Rechnungen, ...) bleiben bestehen und müssen separat bereinigt werden. Fortfahren?;en;The tenant is removed from the selection list and its menu configuration is deleted. The application data (time tracking, invoices, ...) remains and must be cleaned up separately. Continue?
Der Mandant wird aus der Auswahlliste entfernt und seine Menükonfiguration gelöscht. Die Fachdaten der Anwendung (Zeiterfassung, Rechnungen, ...) bleiben bestehen und müssen separat bereinigt werden. Fortfahren?;fr;Le mandant est retiré de la liste de sélection et sa configuration de menus est supprimée. Les données métier de l'application (saisie des heures, factures, ...) subsistent et doivent être nettoyées séparément. Continuer?
